,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource
518,LU1287023003,LYXOR EMTS 5-7Y INV GR DR UCITS ETF ACC,EM57.MI,FTSE MTS MID PRICE INVG EX-CNO ETRIX 5-7 TR,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM57.MI
519,LU1287023268,LYXOR EMTS 15+Y INV GR DR UCITS ETF ACC,EM15.MI,FTSE MTS MID PRICE INVG EX-CNO ETRIX 15+ TR,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM15.MI
520,LU1287023185,LYXOR EMTS 7-10Y INV GR DR UCITS ETF ACC,EM710.MI,FTSE MTS MID PRICE INVG EX-CNO ETRIX 7-10 TR,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EM710.MI
521,LU1287023342,LYXOR EMTS HI R MW GOV DR UCITS ETF ACC,EMAAA.MI,FTSE MTS MID PR HIGH RATED MACRO-WEIGHT ALL MAT TR,0.00165,TITOLI DI STATO - EURO,LYXOR,ETF,EMAAA.MI
522,LU1199448058,UC TH REU BAL EU CONV BOND UCITS ETF,ECBD.MI,THOMSON REUTERS MONTHLY EUROPE FOCUS CONV INDEX,0.0095,OBBLIGAZIONARIO CORPORATE - EURO,STRUCTURED INVEST,ETF,LU1199448058
523,LU1372156916,UC TH REU BAL EU CONV BOND DIS UCITS ETF,ECBC.MI,THOMSON REUTERS MONTHLY EUROPE FOCUS CONV INDEX,0.0095,OBBLIGAZIONARIO CORPORATE - EURO,STRUCTURED INVEST,ETF,LU1372156916
524,IE00BZ036J45,XTRACKERS USD CORP BOND EU HED UCITS ETF,XDGE.MI,BARCLAYS USD LIQUID INVESTMENT GRADE CORPORATE IND,0.0025,OBBLIGAZIONARIO CORPORATE - NON EURO,XTRACKERS,ETF,IE00BZ036J45
525,IE00BD4DX952,XTR USD EM MKT BOND QU WEIG UCITS ETF,XQUA.MI,MARKIT IBOXX USD EMERG MARKETS SOV QUAL WEIG INDEX,0.005,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,IE00BD4DX952
526,IE00BYPHT736,XTRACK IBX EUR CORPE YLD PLUS UCITS ETF,XDEP.MI,MARKIT IBOXX EUR CORPORATES YIELD PLUS INDEX,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,IE00BYPHT736
527,IE00BYTRMY76,XTRACKERS EUROZ GOV QUAL WEIGH UCITS ETF,XESQ.MI,MARKIT IBOXX EUR EUROZONE SOVEREIGNS QUA WEIGH IND,0.002,TITOLI DI STATO - EURO,XTRACKERS,ETF,IE00BYTRMY76
529,LU1215461325,UBS BL BA MSC US LIQCO SUS UCITS ETF EUH,CBSUSE.MI,BLOOMBERG BARCLAYS MSCI US LIQ CORP SUST HEDGEURTR,0.0025,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,LU1215461325
530,LU1048313891,UBS MSCI EM MKTS SOCIALLY RESP UCITS ETF,MSRUSA.MI,MSCI EMERGING MARKETS SRI 5% ISS CAP TOT RET NET,0.0035,AZIONARIO TEMATICI,UBS ETF,ETF,LU1048313891
531,LU1273488715,UBS MSCI JAPAN SOC RES UCITS ETF EUR HED,JPSRE.MI,MSCI JAPAN SOCIALLY RESP 5% ISS CAP INDEX TRN,0.005,AZIONARIO TEMATICI,UBS ETF,ETF,LU1273488715
532,LU1230561679,UBS ETF MSCI JAPAN SOCIAL RESP UCITS ETF,JPSR.MI,MSCI JAPAN SOCIALLY RESP 5% ISS CAP INDEX TRN,0.004,AZIONARIO TEMATICI,UBS ETF,ETF,LU1230561679
533,LU1280303014,UBS MSCI USA SOC RESP UCITS ETF EUR HED,USSRF.MI,MSCI USA SOCIALLY RESPONSIBLE 5% CAP 100%H EUR TRN,0.0043,AZIONARIO TEMATICI,UBS ETF,ETF,LU1280303014
534,IE00BPRCH686,INVESCO JPX-NIKKEI 400 UCITS ETF,N400.MI,JPX-NIKKEI 400 NET TOTAL RETURN INDEX,0.0019,AZIONARIO PACIFICO,INVESCO,ETF,IE00BPRCH686
535,IE00BH3X8336,PIMCO EM ADVAN LOC BOND SOURCE UCITS ETF,EMLI.MI,PIMCO EMERGING MARKETS ADV LOCAL CUR BOND INDEX,0.006,TITOLI DI STATO - EMERGENTI,INVESCO,ETF,IE00BH3X8336
536,LU1407887162,LYXOR CORE IBX $ TREAS 1-3Y DR UCITS ETF,US13.MI,MARKIT IBOXX USD TREASURIES 1-3 MID PRICE TCA TRI,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407887162
537,LU1407888996,LYXOR CORE IBX $ TREAS 5-7Y DR UCITS ETF,US57.MI,MARKIT IBOXX USD TREASURIES 5-7 MID PRICE TCA TRI,0.0007,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407888996
538,LU1440654330,ICBCCS WISDOMTREE S&P CHINA500 UCITS ETF,CHIN.MI,S&P CHINA 500,0.0075,AZIONARIO EMERGENTI - ASIA,WISDOMTREE,ETF,LU1440654330
539,IE00BYZK4669,ISHARES AGEING POPULATION UCITS ETF ACC,AGED.MI,ISTOXX FACTSET AGEING POPULATION INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4669
540,IE00BYZK4552,ISHARES AUTOMAT & ROBOTICS UCITS ETF ACC,RBOT.MI,ISTOXX FACTSET AUTOMATION ROBOTICS INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4552
541,IE00BYZK4883,ISHARES DIGITALISATION UCITS ETF USD ACC,DGTL.MI,ISTOXX FACTSET DIGITALISATION INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4883
542,IE00BYZK4776,ISHARES HEALTHCARE INNOV UCITS ETF ACC,HEAL.MI,ISTOXX FACTSET BREAKTHROUGH HEALTHCARE INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4776
543,IE00BYM31M36,ISHARES FALL ANG YLD COR UCITS ETF DIST,WING.MI,BARCLAYS GLO COR EX EM FALLEN ANGELS 3% ISSUER CAP,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00BYM31M36
544,LU1459802754,UBS BLOOM BARC TIPS 10+ UCITS ETF A-DIS,TIP10D.MI,BLOOMBERG BARCLAYSCAPITALUSGOV10YINFLLINKBONDINDTR,0.002,INFLAZIONE,UBS ETF,ETF,LU1459802754
545,LU1459801434,UBS BL BAR TIPS 1-10 UCITS ETF A-DIS,TIP1D.MI,BLOOMBERG BARCLAYS CAPITALUSGOV1-10YINFLLINKBONDTR,0.0015,INFLAZIONE,UBS ETF,ETF,LU1459801434
546,LU1459800113,UBS BL BA US 10+Y TR UCITS ETF EU H A-DI,UST10F.MI,BLOOMBERG BARCLAYS CAPITALUS10+YTREABONDHEDGEEURTR,0.0025,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU1459800113
547,IE00BDF12W49,WISDOMTREE EMER MKT EQ INC UCITS ETF ACC,DEMR.MI,WISDOMTREE EMERGING MARKETS HIGH DIVIDEND INDEX,0.0046,AZIONARIO EMERGENTI - MONDO,WISDOMTREE,ETF,IE00BDF12W49
548,IE00BDF16007,WISDOMTREE EUROPE EQ INCOM UCITS ETF ACC,EEIA.MI,WISDOMTREE EUROPE EQUITY INCOME INDEX,0.0029,AZIONARIO EUROPA - AREA,WISDOMTREE,ETF,IE00BDF16007
549,IE00BDF16114,WISDOMTREE EU SMALLCAP DIV UCITS ETF ACC,DFEA.MI,WISDOMTREE EUROPE SMALLCAP DIVIDEND INDEX,0.0038,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BDF16114
550,IE00BD6RZT93,WISDOMTREE US EQUITY INCOM UCITS ETF ACC,DHSA.MI,WISDOMTREE US EQUITY INCOME INDEX,0.0029,AZIONARIO NORD AMERICA,WISDOMTREE,ETF,IE00BD6RZT93
551,IE00BD6RZW23,WISDOMTREE US EQ IN UCITS ETF EU HED ACC,DHSF.MI,WISDOMTREE US EUR HEDGED EQUITY INCOME INDEX,0.0035,AZIONARIO NORD AMERICA,WISDOMTREE,ETF,IE00BD6RZW23
552,FR0013209921,LYXOR MSCI WORLD EX EMU UCITS ETF - ACC,WLDX.MI,MSCI WORLD EX EMU NTR,0.0035,AZIONARIO MONDO,LYXOR,ETF,FR0013209921
553,LU1435356495,LYXOR BOFAML $ HI YLD EU H UCITS ETF DIS,USYH.MI,BOFA MERRILL L US HIGH Y CONST EUR HED INDEX,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1435356495
554,LU1459801780,UBS BL BAR TIPS 1-10 UCITS ETF EUR HED,TIP1E.MI,BLOOMBERG BARCLAYSCAPITALUSGOV1-10YINFLLINKBONDEUH,0.002,INFLAZIONE,UBS ETF,ETF,LU1459801780
555,LU1435770406,LYXOR COMM CRB EX-AGRIC UCITS ETF ACC,CRBA.MI,THOM REUT/CORE COMM CRB NON-AGRI AND LIVESTOCK TRI,0.0035,COMMODITIES,LYXOR,ETF,LU1435770406
556,LU1437024992,AMUNDI MSCI BRAZIL UCITS ETF,BRZ.MI,MSCI BRAZIL INDEX,0.0055,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,AMUNDI,ETF,LU1437024992
557,IE00BS7K8821,SPDR BL BAR 3-5Y EURO GOVT UCITS ETF,EU35.MI,BARCLAYS 3-5 YEAR EURO TREASURY BOND INDEX,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,IE00BS7K8821
558,IE00BYSZ5R67,SPDR BARCL 3-5 Y US TREASURY UCITS ETF,TRS5.MI,BARCLAYS CAPITAL US 3-5 YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5R67
559,IE00BYSZ5S74,SPDR BARCL 5-7 Y US TREASURY UCITS ETF,TRS7.MI,BARCLAYS CAPITAL US 5-7 YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5S74
560,IE00BYSZ5T81,SPDR BARCL 7-10 Y US TREASURY UCITS ETF,TRSX.MI,BLOOMBERG BARCLAYS US 7-10 YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5T81
561,IE00BYSZ5V04,SPDR BARCL 10+ Y US TREASURY UCITS ETF,LUTR.MI,BARCLAYS CAPITAL US 10+ YEAR TREASURY BOND TR,0.0015,TITOLI DI STATO - NON EURO,SPDR,ETF,IE00BYSZ5V04
562,IE00BYSZ5W11,SPDR BARCL 3-7 Y EU CORPORATE UCITS ETF,EC37.MI,BARCLAYS EURO 3-7 YEAR CORPORATE BOND INDEX,0.002,OBBLIGAZIONARIO CORPORATE - EURO,SPDR,ETF,IE00BYSZ5W11
563,IE00BYSZ5Y35,SPDR BARCL 5-7 Y EURO GOVT UCITS ETF,EU57.MI,BARCLAYS EURO 5-7 YEAR TREASURY BOND INDEX,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,IE00BYSZ5Y35
564,IE00BYSZ5Z42,SPDR BARCL 7-10 Y EURO GOVT UCITS ETF,EU7L.MI,BARCLAYS EURO 7-10 YEAR TREASURY BOND INDEX,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,IE00BYSZ5Z42
565,IE00BYSZ6062,SPDR BARCL 10+ Y EURO GOVT UCITS ETF,LGOV.MI,BARCLAYS EURO 10+ YEAR TREASURY BOND INDEX,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,IE00BYSZ6062
566,IE00BYV12Y75,SPDR BL BAR 3-10Y US COR BOND UCITS ETF,IUCB.MI,BARCLAYS U.S. 3-10 YEAR CORPORATE BOND INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BYV12Y75
567,IE00B3VY0M37,SPDR BARCL US CORPORATE BOND UCITS ETF,USCO.MI,BARCLAYS U.S. CORPORATE BOND INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00B3VY0M37
568,IE00BZ0G8860,SPDR BL BAR 10+Y US CORP BOND UCITS ETF,LUSC.MI,BARCLAYS U.S. LONG CORPORATE INDEX,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,SPDR,ETF,IE00BZ0G8860
569,LU1390062831,LYXOR US$ 10Y INFL EXPECT UCITS ETF ACC,INFU.MI,MARKIT IBOXX USD BREAKEVEN 10Y INF IND NOMINAL TRI,0.0025,INFLAZIONE,LYXOR,ETF,LU1390062831
570,LU1452600270,LYXOR CORE US TIPS DR UCITS ETF DIST,TIPU.MI,BARCLAYS U.S. GOV INFLATION-LINKED ALL BONDS TR,0.0009,INFLAZIONE,LYXOR,ETF,LU1452600270
571,LU1435356149,LYXOR BOFAML $ HIGH YIELD UCITS ETF DIST,USHY.MI,BOFA MERRILL L US HIGH YIELD CONSTRAINED,0.003,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1435356149
573,LU1237527673,LYXOR FTSE EMER MIN VAR UCITS ETF ACC,MVAM.MI,FTSE EMERGING MINIMUM VARIANCE NET TAX INDEX,0.004,AZIONARIO EMERGENTI - MONDO,LYXOR,ETF,LU1237527673
574,LU1389266302,LYXOR FTSE ALL WLD MIN VAR UCITS ETF ACC,MVAW.MI,FTSE ALL WORLD MINIMUM VARIANCE NET TAX INDEX,0.003,AZIONARIO MONDO,LYXOR,ETF,LU1389266302
575,LU1484799769,UBS BL BA MSCI EU LIQ CORP SUS UCITS ETF,CBSEU.MI,BLOOMBERG BARCLAYS MSCI EURO AREA LIQ CORP SUST TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,UBS ETF,ETF,LU1484799769
576,LU1130155606,UBS MSCI CANADA UCITS ETF EUR HEDGED ACC,CAHEUA.MI,MSCI CANADA 100% HEDGED TO EUR TRN,0.0043,AZIONARIO NORD AMERICA,UBS ETF,ETF,LU1130155606
577,IE00BYM11K57,UBS MSCI ACWI SF UCITS ETF EUR HEDG ACC,ACWIE.MI,MSCI ACWI 100% HEDGED EUR TRN,0.0022,AZIONARIO MONDO,UBS ETF,ETF,IE00BYM11K57
578,IE00BDGSNL04,WISDOMTREE INDIA QUALITY UCITS ETF ACC,EPIE.MI,WISDOMTREE INDIA QUALITY INDEX,0.0073,AZIONARIO STYLE (EMERGENTI),WISDOMTREE,ETF,IE00BDGSNL04
579,IE00BDB7J586,XTRACKERS MSCI USA MINIM VOL UCITS ETF,XMVU.MI,MSCI USA MINIMUM VOLATILITY TRN,0.002,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BDB7J586
580,IE00BDGN9Z19,XTRACKERS MSCI EMU MINIM VOL UCITS ETF,XMVE.MI,MSCI EMU MINIMUM VOLATILITY TRN,0.0025,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,IE00BDGN9Z19
581,LU1399300455,XTRACKERS II US TREAS EURO HED UCITS ETF,XUTE.MI,IBOXX $ TREASURIES TR,0.002,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU1399300455
582,LU1437015735,AMUNDI MSCI EUROPE UCITS ETF DR,CEU2.MI,MSCI EUROPE,0.0015,AZIONARIO EUROPA - AREA,AMUNDI,ETF,LU1437015735
583,LU1437016204,AMUNDI JP MORGAN GBI GL GOV UCITS ETF DR,GGOV.MI,JPMORGAN GOVERNMENT BOND INDEX GLOBAL,0.002,TITOLI DI STATO - MONDO,AMUNDI,ETF,LU1437016204
584,LU1437016543,AMUNDI MSCI NORTH AMERICA UCITS ETF DR,NRAM.MI,MSCI NORTH AMERICA,0.0015,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1437016543
585,LU1437016972,AMUNDI MSCI WORLD UCITS ETF DR,MWRD.MI,MSCI WORLD INDEX,0.0018,AZIONARIO MONDO,AMUNDI,ETF,LU1437016972
586,LU1437017863,AMUNDI S&P 500 UCITS ETF DR,S500.MI,S&P 500,0.0015,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1437017863
587,LU1437018168,AMUNDI INDEX EUR AGG CORP SRI UCITS ETF,ECRP.MI,BLOOMBERG BARCLAYS MSCI EURO CORPORATE SRI,0.0016,OBBLIGAZIONARIO CORPORATE - EURO,AMUNDI,ETF,LU1437018168
588,LU1437018598,AMUNDI JP MORGAN EMU GOV IG UCITS ETF DR,EGOV.MI,JP MORGAN EMU GBI INVESTMENT GRADE,0.0014,TITOLI DI STATO - EURO,AMUNDI,ETF,LU1437018598
589,LU1437018838,AMUNDI FTSE EPRA NAREIT GLO UCITS ETF DR,EPRA.MI,FTSE EPRA/NAREIT DEV EU NTR,0.0024,REAL ESTATE,AMUNDI,ETF,LU1437018838
590,LU1437024729,AMUNDI BARCL GLOB AGG 500M UCITS ETF DR,GAGG.MI,BARCLAYS GLOBAL AGGREGATE 500 MILLION,0.002,OBBLIGAZIONARIO MISTO,AMUNDI,ETF,LU1437024729
591,LU1525418643,AMUNDI BAR EU CORP BBB 1-5 UCITS ETF DR,EBBB.MI,BARCLAYS EURO CORPORATE BBB 1-5 YEAR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,AMUNDI,ETF,LU1525418643
592,LU1525418726,AMUNDI BAR US CORP BBB 1-5 UCITS ETF DR,UBBB.MI,BARCLAYS US CORPORATE BBB 1-5 YEAR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,AMUNDI,ETF,LU1525418726
593,LU1525419294,AMUNDI BAR US GOV INFL-LINK UCITS ETF DR,ATIP.MI,BARCLAYS CAPITAL US GOVERN INFLATION-LINKED BOND,0.0016,INFLAZIONE,AMUNDI,ETF,LU1525419294
594,LU1407887329,LYXOR $ TREAS 1-3Y DR EU H UCITS ETF DIS,U13H.MI,MARKIT IBOXX USD TREAS 1-3MIDPRICE TCA(EUR HEDGED),0.0015,TITOLI DI STATO - NON EURO,LYXOR,ETF,LU1407887329
595,IE00BD6FTQ80,INVESCO BLOOMBERG COMMODITY UCITS ETF,CMOD.MI,BLOOMBERG COMMODITY INDEX,0.0019,COMMODITIES,INVESCO,ETF,IE00BD6FTQ80
596,IE00BYXZ2585,ISHARESCOREMSCIEMU(DIST) UCITS ETF,CEUD.MI,MSCI EMU TRN,0.0012,AZIONARIO EUROPA - AREA,ISHARES,ETF,IE00BYXZ2585
597,IE00BD6GCF16,FIRST TRUST US EQUITY INCOME UCITS ETF B,UNCA.MI,NASDAQ US HIGH EQUITY INCOME NET TOTAL RETURN,0.0055,AZIONARIO NORD AMERICA,FIRST TRUST,ETF,IE00BD6GCF16
598,IE00BQQP9F84,VANECK VECTORS GOLD MINERS UCITS ETF,GDX.MI,NYSE ARCA GOLD MINERS INDEX,0.0053,AZIONARIO TEMATICI,VANECK,ETF,IE00BQQP9F84
599,IE00BQQP9G91,VANECK JUNIOR GOLD MINERS UCITS ETF,GDXJ.MI,MVIS GLOBAL JUNIOR GOLD MINERS INDEX,0.0055,AZIONARIO TEMATICI,VANECK,ETF,IE00BQQP9G91
600,IE00BQQP9H09,VANECK MORNINGST US WIDE MOAT UCITS ETF,MOAT.MI,MORNINGSTAR WIDE MOAT FOCUS INDEX,0.0049,AZIONARIO STYLE (SVILUPPATI),VANECK,ETF,IE00BQQP9H09
601,IE00BDS67326,VANECK J.P. MORGAN EM LOC CURR UCITS ETF,EMLC.MI,J.P. MORGAN GBI-EMG CORE INDEX,0.003,TITOLI DI STATO - EMERGENTI,VANECK,ETF,IE00BDS67326
602,LU1605710802,LYXOR ITALIA EQUITY PIR DR UCITS ETF,ITAPIR.MI,FTSE ITALIA PIR LARGE AND MID CAP NET TAX,0.0035,AZIONARIO ITALIA,LYXOR,ETF,LU1605710802
604,IE00B5SSQT16,HSBC MSCI EMERGING MARKETS UCITS ETF,HMEM.MI,MSCI EMERGING MARKETS TRN INDEX,0.004,AZIONARIO EMERGENTI - MONDO,HSBC,ETF,IE00B5SSQT16
605,IE00B5VX7566,HSBC MSCI JAPAN UCITS ETF,HMJD.MI,MSCI TRN JAPAN INDEX,0.0019,AZIONARIO PACIFICO,HSBC,ETF,IE00B5VX7566
606,IE00B5KQNG97,HSBC S&P 500 UCITS ETF,HSPD.MI,S&P 500 TRN USD,0.0009,AZIONARIO NORD AMERICA,HSBC,ETF,IE00B5KQNG97
607,IE00B4X9L533,HSBC MSCI WORLD UCITS ETF,HMWD.MI,MSCI TRN WORLD INDEX,0.0015,AZIONARIO MONDO,HSBC,ETF,IE00B4X9L533
608,IE00B4K6B022,HSBC EURO STOXX 50 UCITS ETF,H50E.MI,EURO STOXX 50 TRN,0.0005,AZIONARIO EUROPA - AREA,HSBC,ETF,IE00B4K6B022
609,LU1377381717,BNPP EASY LOWVOL EUROPE UCITS ETF,EVOE.MI,BNP PARIBAS EQUITY LOW VOL EUROPE TR INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377381717
610,LU1377381980,BNPP EASY LOWVOL US UCITS ETF,EVOU.MI,BNP PARIBAS EQUITY LOW VOL US TR INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377381980
611,LU1377382012,BNPP EASY MOMENTUM EUROPE UCITS ETF,EMOM.MI,BNP PARIBAS EQUITY MOMENTUM EUROPE TR,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377382012
612,LU1377382103,BNPP EASY QUALITY EUROPE UCITS ETF,EQUA.MI,BNP PARIBAS EQUITY QUALITY EUROPE TR,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377382103
613,LU1377382285,BNPP EASY VALUE EUROPE UCITS ETF,EVAE.MI,BNP PARIBAS EQUITY VALUE EUROPE TR,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377382285
614,LU0950381748,BNPP EASY FTSE EPRA EUROZONE UCITS ETF,EEA.MI,FTSE EPRA/NAREIT EUROZONE CAPPED (NTR) INDEX,0.005,REAL ESTATE,BNP PARIBAS,ETF,LU0950381748
615,LU1291097779,BNPP EASY MSCI EM EXCW UCITS ETF,EEMK.MI,MSCI EMERGING MARKETS EX CONTROVERSIAL WEAPONS NTR,0.0035,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291097779
616,LU1291098827,BNPP EASY MSCI EMU EXCW UCITS ETF,EEMU.MI,MSCI EMU EX CONTROVERSIAL WEAPONS (NTR) INDEX,0.0025,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291098827
617,LU1291099718,BNPP EASY MSCI EUROPE EXCW UCITS ETF,EEUE.MI,MSCI EUROPE EX CONTROVERSIAL WEAPONS (NTR) INDEX,0.0025,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291099718
618,LU1481203070,BNPP EASY MSCI JAP EXCW H EUR UCITS ETF,EJAH.MI,MSCI JAPAN EX CONTROVERSIAL WEAPONS (NTR) INDEX,0.0025,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1481203070
619,LU1291104575,BNPP EASY MSCI N AMERICA EXCW UCITS ETF,ENAM.MI,MSCI NORTH AMERICA EX CONTROVERSIAL WEAPONS (NTR),0.0025,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291104575
620,LU1291106356,BNPP EASY MSCI PACIF EXJP EXCW UCITS ETF,EPEJ.MI,MSCI PACIFIC EX-JAPAN EX CONTROVERSIAL WEAPONS NTR,0.0025,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291106356
621,LU1291109293,BNPP EASY NMX 30 INFRA GLOBAL UCITS ETF,EENG.MI,NMX 30 INFRASTRUCTURE GLOBAL (TR) INDEX,0.007,AZIONARIO TEMATICI,BNP PARIBAS,ETF,LU1291109293
622,IE00BDGV0308,UBS (IRL) MSCI USA SEL FAC MIX UCITS ETF,USFMD.MI,MSCI USA SELECT FACTOR MIX TRN,0.003,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BDGV0308
623,LU1600334798,UBS ETF MSCI EUROPE EUR HEDGED UCITS ETF,EUEUA.MI,MSCI EUROPE 100% HEDGED TO EUR TRN,0.003,AZIONARIO EUROPA - AREA,UBS ETF,ETF,LU1600334798
624,LU1617164998,LYXOR BOFAML EU SH TER HY UCITS ETF DIST,HYS.MI,BOFA MERRILL L BB-CCC 1-3 Y EU DEV MKT HI YLD CONS,0.003,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1617164998
625,LU1617164212,LYXOR BOFAML $ SH TE HY EH UCITS ETF DIS,HYSTH.MI,BOFA MERRILL L BB-CCC 1-3 Y US HIGH Y CONS EU HED,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1617164212
626,LU1571052130,LYXOR $ FLOA RAT NOTE EU H UCITS ETF DIS,FLOTH.MI,BLOOMBERG BARCLAYS US CORP FRN 2-7 YR TR HED EUR,0.0015,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1571052130
627,LU1589326013,UBS BARC US LIQ CORP INT R HDG UCITS ETF,CBUSIH.MI,BLOOMBERG BARCLAYSUSLIQUIDCORPORATESDURATIONHEDGTR,0.0023,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,LU1589326013
628,LU1589350070,AMUNDI US EQ MUL SM SC BETA UCITS ETF DR,SMTU.MI,SCIENTIFIC BETA US MULTI-BETA-STRATEGY 4-FACTORERC,0.0033,AZIONARIO NORD AMERICA,AMUNDI,ETF,LU1589350070
629,FR0013267846,AMUNDI ETF FTSE ITALIA PIR UCITS ETF DR,ITALI.MI,FTSE ITALIA PIR NTR,0.0035,AZIONARIO ITALIA,AMUNDI,ETF,FR0013267846
630,IE00BF5LJ058,ISHARES FTSE ITAL MIDSMALL CAP UCITS ETF,IPIR.MI,FTSE ITALIA PIR MID SMALL CAP,0.0033,AZIONARIO ITALIA,ISHARES,ETF,IE00BF5LJ058
632,LU1598690169,LYXOR MSCI EMU VALUE DR UCITS ETF DIST,VAL.MI,MSCI EMU VALUE TRN,0.004,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,LU1598690169
633,LU1598689153,LYXOR MSCI EMU SMALL CAP DR UCITS ETF,MMS.MI,MSCI EMU SMALL CAP TRN,0.004,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,MMS.MI
634,LU1598688189,LYXOR MSCI EMU GROWTH DR UCITS ETF DIST,GWT.MI,MSCI EMU GROWTH TRN,0.004,AZIONARIO STYLE (SVILUPPATI),LYXOR,ETF,GWT.MI
635,LU1598691217,LYXOR EMTS 10Y ITA BTP DR UCITS ETF ACC,BTP10.MI,FTSE MTS TARGET MATURITY GOV BOND ITALY MIDP,0.00165,TITOLI DI STATO - ITALIA,LYXOR,ETF,LU1598691217
637,LU1390062245,LYXOR EUR 2-10Y INFLAT EXP UCITS ETF ACC,INFL.MI,MARKIT IBOXX EUR BREAKEVEN EURO-INFLAT FRA&GER NTR,0.0025,INFLAZIONE,LYXOR,ETF,LU1390062245
638,IE00BTJRMP35,XTRACKERS MSCI EMERG MARKETS UCITS ETF,XMME.MI,MSCI EMERGING MARKETS TRN INDEX,0.002,AZIONARIO EMERGENTI - MONDO,XTRACKERS,ETF,IE00BTJRMP35
639,IE00BD4DXB77,XTR USD EM BOND QU WEIG EU HED UCITS ETF,XQUE.MI,MARKIT IBOXX USD EMERG MARKETS SOV QUA WEI EUR HED,0.0055,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,IE00BD4DXB77
640,LU0429459356,XTRACKERS II US TREASURIES UCITS ETF,XUTD.MI,IBOXX $ TREASURIES TR,0.0015,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0429459356
