,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
285,LU1377381980,BNPP EASY LOWVOL US UCITS ETF,EVOU.MI,BNP PARIBAS EQUITY LOW VOL US TR INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),BNP PARIBAS,ETF,LU1377381980,2017-06-21,2019-04-04,144
289,LU1233598447,LYXOR FED FUNDS USD CASH UCITS ETF ACC,FEDF.MI,SOLACTIVE FED FUNDS EFFECTIVE RATE TR,0.001,LIQUIDITA',LYXOR,ETF,LU1233598447,2015-07-03,2019-04-04,1177
291,LU1834984798,LYXOR STX EU600 FINANCIAL SERV UCITS ETF,FINS.MI,STOXX EUROPE 600 FINANCIAL SERVICES TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,FINS.MI,2006-11-22,2019-04-04,438
293,IE00BFWXDW46,FRANKLIN LIBERTYQ EUROP EQUITY UCITS ETF,FLEQ.MI,LIBERTYQ EUROPE EQUITY INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLEQ.MI,2018-09-14,2019-04-04,0
294,IE00BF11F458,ISHARES $ FLOAT RATE UCITS ETF EUR HED,ISFLOE.MI,BLOOMBERG BARCLAYS US FLOATING RATE NOTE < 5YEARS,0.0012,OBBLIGAZIONARIO CORPORATE - NON EURO,ISHARES,ETF,IE00BF11F458,2017-10-19,2019-04-04,2864
296,LU1571052130,LYXOR $ FLOA RAT NOTE EU H UCITS ETF DIS,FLOTH.MI,BLOOMBERG BARCLAYS US CORP FRN 2-7 YR TR HED EUR,0.0015,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1571052130,2017-07-31,2019-04-04,606
297,IE00BFWXDV39,FRANKLIN LIBERTYQ ASIA EX JAP UCITS ETF,FLQA.MI,LIBERTYQ ASIA EX JAPAN EQUITY INDEX,0.004,AZIONARIO STYLE (EMERGENTI),FRANKLIN TEMPLETON,ETF,FLQA.MI,2018-10-01,2019-04-04,48
298,IE00BZ048462,ISHARES $ FLOATING RATE UCITS ETF USD,ISFLTR.MI,BLOOMBERG BARCLAYS US FLOATING RATE NOTE < 5YEARS,0.001,OBBLIGAZIONARIO CORPORATE - NON EURO,ISHARES,ETF,IE00BZ048462,2017-10-19,2019-04-04,16903
299,IE00BF2B0L69,FRANKLIN LIBERTYQ EUROP DIVID UCITS ETF,FLXD.MI,LIBERTYQ EUROPEAN DIVIDEND INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXD.MI,2018-01-31,2019-04-04,29
300,IE00BF2B0K52,FRANKLIN LIBERTYQ EMERGING MKT UCITS ETF,FLXE.MI,LIBERTYQ EMERGING MARKETS NR INDEX,0.0055,AZIONARIO STYLE (EMERGENTI),FRANKLIN TEMPLETON,ETF,FLXE.MI,2018-01-31,2019-04-04,96
301,IE00BF2B0N83,FRANKLIN LIBERTYQ GLOB EQ SRI UCITS ETF,FLXG.MI,LIBERTYQ GLOBAL EQUITY SRI INDEX,0.004,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXG.MI,2018-01-31,2019-04-04,50
303,IE00BF2B0M76,FRANKLIN LIBERTYQ GLOBAL DIVID UCITS ETF,FLXX.MI,LIBERTYQ GLOBAL DIVIDEND INDEX,0.0045,AZIONARIO STYLE (SVILUPPATI),FRANKLIN TEMPLETON,ETF,FLXX.MI,2018-01-31,2019-04-04,168
304,LU1681037518,AMUNDI FTSE MIB UCITS ETF,FMI.MI,FTSE MIB,0.0018,AZIONARIO ITALIA,AMUNDI,ETF,FMI.MI,2010-09-09,2019-04-04,1677
306,LU1650492173,LYXOR FTSE 100 UCITS ETF - ACC,FTS100.MI,FTSE 100 TR,0.0015,AZIONARIO EUROPA - SINGOLI PAESI,LYXOR,ETF,LU1650492173,2008-05-08,2019-04-04,22255
307,IE00BSVYHT42,L&G LOIM EURO CORP BOND FUND UCITS ETF,FWEC.MI,LOIM FUNDAMENTAL EURO CORPORATE TR,0.003,OBBLIGAZIONARIO CORPORATE - EURO,LEGAL & GENERAL,ETF,IE00BSVYHT42,2016-04-19,2019-04-04,136
308,IE00B02KXK85,ISHARES CHINA LARGE CAP UCITS ETF DIST,FXC.MI,FTSE CHINA 50,0.0074,AZIONARIO EMERGENTI - ASIA,ISHARES,ETF,FXC.MI,2005-02-24,2019-04-04,3156
309,LU1437024729,AMUNDI BARCL GLOB AGG 500M UCITS ETF DR,GAGG.MI,BARCLAYS GLOBAL AGGREGATE 500 MILLION,0.002,OBBLIGAZIONARIO MISTO,AMUNDI,ETF,LU1437024729,2017-04-05,2019-04-04,573
311,IE00BDFBTQ78,VANECK GLOBAL MINING UCITS ETF,GDIG.MI,EMIX GLOBAL MINING CONSTRAINED WEIGHTS INDEX,0.005,AZIONARIO TEMATICI,VANECK,ETF,GDIG.MI,2018-05-22,2019-04-04,862
312,IE00BQQP9F84,VANECK VECTORS GOLD MINERS UCITS ETF,GDX.MI,NYSE ARCA GOLD MINERS INDEX,0.0053,AZIONARIO TEMATICI,VANECK,ETF,IE00BQQP9F84,2017-07-31,2019-04-04,4640
313,IE00BQQP9G91,VANECK JUNIOR GOLD MINERS UCITS ETF,GDXJ.MI,MVIS GLOBAL JUNIOR GOLD MINERS INDEX,0.0055,AZIONARIO TEMATICI,VANECK,ETF,IE00BQQP9G91,2017-07-31,2019-04-04,3765
314,IE00BDR5H073,UBS GLOB GEN EQUAL UCITS ETF EUR HED ACC,GENDEE.MI,SOLACTIVE EQUI GLO GEN EQ 100 LEAD NTR EUR CU HED,0.003,AZIONARIO TEMATICI,UBS ETF,ETF,GENDEE.MI,2018-03-08,2019-04-04,11458
315,IE00BF540Z61,VANECK GL FALLEN ANGEL HI YLD UCITS ETF,GFA.MI,ICE BOFAML GLOBAL FALLEN ANGEL HIGH YIELD INDEX,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,VANECK,ETF,GFA.MI,2018-05-22,2019-04-04,4
316,LU1437016204,AMUNDI JP MORGAN GBI GL GOV UCITS ETF DR,GGOVI.MI,JPMORGAN GOVERNMENT BOND INDEX GLOBAL,0.002,TITOLI DI STATO - MONDO,AMUNDI,ETF,LU1437016204,2017-04-05,2019-04-04,3763
317,IE00BZ56SW52,WISDOMTREE GLOB QUAL DIV GROW UCITS ETF,GGRA.MI,WISDOMTREE GLOBAL DEVELOPED QUALITY DIVIDEND GROWT,0.0038,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BZ56SW52,2016-06-20,2019-04-04,390
320,IE00B9CQXS71,SPDR S&P GLOB DIV ARISTOCRATS UCITS ETF,GLDV.MI,S&P GLOBAL DIVIDEND ARISTOCRATS TRN,0.0045,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00B9CQXS71,2014-01-27,2019-04-04,13809
321,IE00BMP3HG27,UBS DJ GLOBAL SEL DIVID UCITS ETF A-DIS,GLDVD.MI,DOW JONES GLOBAL SELECT DIVIDEND TRN,0.003,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,IE00BMP3HG27,2014-10-02,2019-04-04,2406
322,IE00B8GF1M35,SPDR DJ GLOBAL REAL ESTATE UCITS ETF,GLRE.MI,DJ GLOBAL SELECT REAL ESTATE SECURITIES TRN,0.004,REAL ESTATE,SPDR,ETF,IE00B8GF1M35,2013-05-02,2019-04-04,2837
323,LU1681048630,AMUNDI S&P GLOBAL LUXURY UCITS ETF,GLUX.MI,S&P GLOBAL LUXURY,0.0025,AZIONARIO TEMATICI,AMUNDI,ETF,GLUX.MI,2010-06-02,2019-04-04,667
324,LU1861132840,AMUNDI STX GLB ARTIFIC INTELL UCITS ETF,GOAI.MI,STOXX AI GLOBAL ARTIFICIAL INTELL ADTV5,0.0035,AZIONARIO TEMATICI,AMUNDI,ETF,GOAI.MI,2018-11-20,2019-04-04,1875
326,IE00B6YX5F63,SPDR BARCL 1-3 Y EUR GOV BOND UCITS ETF,GOVS.MI,BARCLAYS CAPITAL 1-3 YEAR EURO TREASURY BOND TR,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,GOVS.MI,2012-04-12,2019-04-04,6734
327,IE00B3S5XW04,SPDR BARCL EUR GOVT BOND UCITS ETF,GOVY.MI,BARCLAYS EURO TREASURY BOND TR,0.0015,TITOLI DI STATO - EURO,SPDR,ETF,GOVY.MI,2012-04-12,2019-04-04,2762
329,LU0721553351,UBS IBX EUR GERMANY 1-3 UCITS ETF A-DIS,GS1EUA.MI,MARKIT IBOXX EUR GERMANY 1-3 TR,0.0017,TITOLI DI STATO - EURO,UBS ETF,ETF,LU0721553351,2013-01-14,2019-04-04,44
331,IE00B4K6B022,HSBC EURO STOXX 50 UCITS ETF,H50E.MI,EURO STOXX 50 TRN,0.0005,AZIONARIO EUROPA - AREA,HSBC,ETF,IE00B4K6B022,2017-07-31,2019-04-04,1936
332,IE00BDFBTK17,VANECK NATURAL RESOURCES UCITS ETF,HAP.MI,VANECKA NATURAL RESOURCES INDEX,0.005,AZIONARIO TEMATICI,VANECK,ETF,HAP.MI,2018-05-22,2019-04-04,696
333,IE00BWTN6Y99,INVESCO S&P500 HIGH DIV L VOL UCITS ETF,HDLV.MI,S&P 500 LOW VOLATILITY HIGH DIVIDEND TR,0.003,AZIONARIO STYLE (SVILUPPATI),INVESCO,ETF,IE00BWTN6Y99,2015-05-21,2019-04-04,3200
334,IE00BYZK4776,ISHARES HEALTHCARE INNOV UCITS ETF ACC,HEAL.MI,ISTOXX FACTSET BREAKTHROUGH HEALTHCARE INDEX,0.004,AZIONARIO TEMATICI,ISHARES,ETF,IE00BYZK4776,2016-11-03,2019-04-04,69721
336,IE00BVXBH163,WISDOMTREE EUR EQUITY UCITS ETF USD HEDG,HEDJ.MI,WISDOMTREE EUROPE HEDGED EQUITY TRN,0.0058,AZIONARIO EUROPA - AREA,WISDOMTREE,ETF,IE00BVXBH163,2015-05-21,2019-04-04,497
339,LU1900067940,LYXOR HONG KONG HSI UCITS ETF,HK.MI,HANG SENG NTR,0.0065,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,HK.MI,2006-12-14,2019-04-04,4984
346,IE00B5SSQT16,HSBC MSCI EMERGING MARKETS UCITS ETF,HMEM.MI,MSCI EMERGING MARKETS TRN INDEX,0.004,AZIONARIO EMERGENTI - MONDO,HSBC,ETF,IE00B5SSQT16,2017-07-31,2019-04-04,10525
349,IE00B5VX7566,HSBC MSCI JAPAN UCITS ETF,HMJD.MI,MSCI TRN JAPAN INDEX,0.0019,AZIONARIO PACIFICO,HSBC,ETF,IE00B5VX7566,2017-07-31,2019-04-04,801
351,IE00B4X9L533,HSBC MSCI WORLD UCITS ETF,HMWD.MI,MSCI TRN WORLD INDEX,0.0015,AZIONARIO MONDO,HSBC,ETF,IE00B4X9L533,2017-07-31,2019-04-04,22937
357,IE00B5KQNG97,HSBC S&P 500 UCITS ETF,HSPD.MI,S&P 500 TRN USD,0.0009,AZIONARIO NORD AMERICA,HSBC,ETF,IE00B5KQNG97,2017-07-31,2019-04-04,5147
359,LU1812090543,LYXOR BOFAML EUR HY EX-FI BOND UCITS ETF,HY.MI,BOFA MERRILL L BB-CCC EU DEV  NON-FINANCIAL HY,0.0045,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,HY.MI,2011-02-03,2019-04-04,1588
360,LU1215415214,LYXOR IBOXX EUR LIQ HY BB UCITS ETF ACC,HYBB.MI,MARKIT IBOXX EUR HY CORPORAT BB TOP 50 MID PRI TCA,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1215415214,2015-06-22,2019-04-04,691
361,IE00BF541080,VANECK EMER MKTS HIGH YLD BOND UCITS ETF,HYEM.MI,ICE BOFAML DIV HIGH YIELD US EMERGING MARK CORP PL,0.004,OBBLIGAZIONARIO CORPORATE - EMERGENTI,VANECK,ETF,HYEM.MI,2018-05-22,2019-04-04,586
363,IE00B74DQ490,ISHARES GLO HIGH YLD CORP UCITS ETF DIST,HYLD.MI,MARKIT IBOXX GLOBAL DEV LIQ HIGH YIELD CAPPED TRN,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00B74DQ490,2015-08-05,2019-04-04,4715
364,LU1617164998,LYXOR BOFAML EU SH TER HY UCITS ETF DIST,HYS.MI,BOFA MERRILL L BB-CCC 1-3 Y EU DEV MKT HI YLD CONS,0.003,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1617164998,2017-07-31,2019-04-04,2888
365,LU1617164212,LYXOR BOFAML $ SH TE HY EH UCITS ETF DIS,HYSTH.MI,BOFA MERRILL L BB-CCC 1-3 Y US HIGH Y CONS EU HED,0.004,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1617164212,2017-07-31,2019-04-04,1234
367,IE00B14X4T88,ISHARES ASIA PACIF DIVID UCITS ETF DIST,IAPD.MI,DOW JONES ASIA/PACIFIC SELECT DIVIDEND 30,0.0059,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IAPD.MI,2006-09-25,2019-04-04,7104
368,IE00B1FZS244,ISHARES ASIA PROPERTY YLD UCITS ETF DIST,IASP.MI,FTSE EPRA/NAREIT DEV ASIA DIVIDEND + INDEX TR,0.0059,REAL ESTATE,ISHARES,ETF,IASP.MI,2007-03-20,2019-04-04,6902
369,IE00B0M62X26,ISHARES INFL LINKED GOVT UCITS ETF ACC,IBCI.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINKED BOND,0.0025,INFLAZIONE,ISHARES,ETF,IBCI.MI,2006-03-09,2019-04-04,2197
370,IE0032523478,ISHARES CORP BOND LAR CAP UCITS ETF DIST,IBCX.MI,MARKIT IBOXX EURO LIQUID CORPORATE LARGE CAP TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IBCX.MI,2004-04-21,2019-04-04,6602
371,IE00B1FZS913,ISHARES EU GOVT 15-30YR UCITS ETF DIST,IBGL.MI,BARCLAYS EURO GOV BOND 30 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGL.MI,2007-03-20,2019-04-04,1538
372,IE00B1FZS806,ISHARES EU GOVT 7-10YR UCITS ETF DIST,IBGM.MI,BARCLAYS EURO GOV BOND 10 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGM.MI,2007-03-20,2019-04-04,8904
373,IE00B14X4Q57,ISHARES GOVT BOND 1-3YR UCITS ETF DIST,IBGS.MI,BARCLAYS EURO GOV BOND 1-3 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGS.MI,2006-09-25,2019-04-04,15075
374,IE00B1FZS681,ISHARES EURO GOVT BOND 3-5YR UCITS ETF,IBGX.MI,BARCLAYS EURO GOV BOND 5 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGX.MI,2007-03-20,2019-04-04,45197
375,IE00B4WXJG34,ISHARES EU GOVT BOND 5-7Y UCITS ETF DIST,IBGY.MI,BARCLAYS EURO GOV BOND 5-7 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGY.MI,2010-01-20,2019-04-04,12204
376,IE00B4WXJH41,ISHARES EU GOVT 10-15YR UCITS ETF DIST,IBGZ.MI,BARCLAYS EURO GOV BOND 10-15 YEAR TERM,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IBGZ.MI,2010-01-27,2019-04-04,142
377,IE00B1FZS798,ISHARES $ TREASURY 7-10YR UCITS ETF DIST,IBTM.MI,BARCLAYS US TREASURY 10 YEAR TERM,0.002,TITOLI DI STATO - NON EURO,ISHARES,ETF,IBTM.MI,2007-03-20,2019-04-04,10783
378,IE00B14X4S71,ISHARES $ TREASURY 1-3YR UCITS ETF DIST,IBTS.MI,BARCLAYS US TREASURY 1-3 YEAR TERM,0.002,TITOLI DI STATO - NON EURO,ISHARES,ETF,IBTS.MI,2006-09-25,2019-04-04,6762
379,IE00B0M63516,ISHARES MSCI BRAZIL UCITS ETF DIST,IBZL.MI,MSCI BRAZIL INDEX,0.0074,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,ISHARES,ETF,IBZL.MI,2006-03-09,2019-04-04,9310
380,IE00BG0NY640,INVESCO MSCI EUR ESG CATHOLIC UCITS ETF,ICFP.MI,MSCI EUROPE SELECT CATHOLIC PRINC ESG LEADER 10/40,0.003,AZIONARIO TEMATICI,INVESCO,ETF,ICFP.MI,2019-01-28,2019-04-04,183
381,IE00B3B8Q275,ISHARES EU COVERED BOND UCITS ETF DIST,ICOV.MI,MARKIT IBOXX EURO COVERED INDEX TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,ICOV.MI,2009-03-10,2019-04-04,695
382,IE00B0M62S72,ISHARES EURO DIVIDEND UCITS ETF EUR DIST,IDVY.MI,EURO STOXX SELECT DIVIDEND 30 INDEX,0.004,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IDVY.MI,2006-03-09,2019-04-04,29693
383,IE00B3F81R35,ISHARES CORE EU CORP BOND UCITS ETF DIST,IEAC.MI,BARCLAYS EURO CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IEAC.MI,2009-09-29,2019-04-04,51622
384,IE00B3DKXQ41,ISHARES EU AGGREGATE BOND UCITS ETF DIST,IEAG.MI,BARCLAYS EURO AGGREGATE BOND TR,0.0025,OBBLIGAZIONARIO MISTO,ISHARES,ETF,IEAG.MI,2009-09-29,2019-04-04,7048
385,IE00BSKRK281,ISHARES EU CORPOR BBB-BB UCITS ETF DIST,IEBB.MI,MARKIT IBOXX EUR CORP BBB-BB (5% ISSUER CAP) TRN,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00BSKRK281,2017-09-29,2019-04-04,26354
386,IE00B0M63177,ISHARES MSCI EM UCITS ETF DIST,IEEM.MI,MSCI EMERGING MARKETS INDEX,0.0075,AZIONARIO EMERGENTI - MONDO,ISHARES,ETF,IEEM.MI,2006-03-08,2019-04-04,51272
387,IE00B3FH7618,ISHARES EU GOVT BOND 0-1Y UCITS ETF DIST,IEGE.MI,BARCLAYS EURO SHORT TREASURY (0-12MONTH)TR,0.002,TITOLI DI STATO - EURO,ISHARES,ETF,IEGE.MI,2009-09-29,2019-04-04,345
388,IE00B2NPKV68,ISHARES J.P. MORGAN $ EM UCITS ETF DIST,IEMB.MI,JPMORGAN EMER MARKETS BOND INDEX GLOBAL CORE TR,0.0045,TITOLI DI STATO - EMERGENTI,ISHARES,ETF,IEMB.MI,2010-11-09,2019-04-04,31729
389,IE00BQN1K786,ISHARES EDG MSCI EU MO FAC UCITS ETF ACC,IEMO.MI,MSCI EUROPE MOMENTUM INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K786,2015-02-16,2019-04-04,51601
390,IE00BQN1K562,ISHARES EDG MSCI EU QU FAC UCITS ETF ACC,IEQU.MI,MSCI EUROPE SECTOR NEUTRAL QUALITY INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K562,2015-02-16,2019-04-04,10478
391,IE00BQN1KC32,ISHARES EDG MSCI EU SI FAC UCITS ETF ACC,IESZ.MI,MSCI EUROPE MID-CAP EQUAL WEIGHTED INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1KC32,2015-02-16,2019-04-04,548
392,IE00B14X4N27,ISHARES MSCI EURO EX-UK UCITS ETF DIST,IEUX.MI,MSCI EUROPE EX-UK,0.004,AZIONARIO EUROPA - AREA,ISHARES,ETF,IEUX.MI,2006-09-25,2019-04-04,16146
393,IE00BQN1K901,ISHARES EDG MSCI E VAL FAC UCITS ETF ACC,IEVL.MI,MSCI EUROPE ENHANCED VALUE INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K901,2015-02-16,2019-04-04,112128
394,IE00B4L5ZG21,ISHARES EU COR BOND EXFIN UCITS ETF DIST,IEXF.MI,BARCLAYS EURO CORPORATE EX-FINANCIALS BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00B4L5ZG21,2013-05-20,2019-04-04,3492
395,IE00B0M63730,ISHARES MSCI AC FARE EX-J UCITS ETF DIST,IFFF.MI,MSCI AC FAR EAST EX-JAPAN INDEX,0.0074,AZIONARIO EMERGENTI - ASIA,ISHARES,ETF,IFFF.MI,2006-03-09,2019-04-04,22903
396,IE00BZ0PKV06,ISHARES EDG MSCI EUR MULT UCITS ETF ACC,IFSE.MI,MSCI EUROPE DIVERSIFIED MULTIPLE FACTOR,0.0045,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKV06,2016-04-20,2019-04-04,15849
397,IE00BZ0PKS76,ISHARES EDG MSCI USA MULT UCITS ETF ACC,IFSU.MI,MSCI USA DIVERSIFIED MULTIPLE FACTOR,0.0035,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKS76,2016-04-20,2019-04-04,1676
398,IE00BZ0PKT83,ISHARES EDGE MSCI WLD MULT UCITS ETF ACC,IFSW.MI,MSCI WORLD DIVERSIFIED MULTIPLE FACTOR,0.005,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKT83,2016-04-20,2019-04-04,10740
399,IE00B1FZSB30,ISHARES CORE UK GILTS UCITS ETF GBP DIST,IGLT.MI,FTSE ACTUARIES GOV SECURITIES UK GILTS ALL STOCK,0.002,TITOLI DI STATO - NON EURO,ISHARES,ETF,IGLT.MI,2007-03-20,2019-04-04,15071
400,IE00B1TXK627,ISHARES GLOBAL WATER UCITS ETF USD DIST,IH2O.MI,S&P GLOBAL WATER INDEX,0.0065,AZIONARIO TEMATICI,ISHARES,ETF,IH2O.MI,2007-12-03,2019-04-04,8478
401,IE00B66F4759,ISHARES HIGH YLD CORP UCITS ETF DIST,IHYG.MI,MARKIT IBOXX EURO LIQUID HIGH YIELD TR,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IHYG.MI,2010-12-20,2019-04-04,71572
402,IE00B4PY7Y77,ISHARES $ HIGH YIELD CORP UCITS ETF DIST,IHYU.MI,MARKIT IBOXX USD LIQUID HIGH YIELD CAPPED TR,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00B4PY7Y77,2013-05-20,2019-04-04,10581
403,IE00B7LW6Y90,ISHARES ITALY GOVT BOND UCITS ETF DIST,IITB.MI,BARCLAYS ITALY TREASURY BOND,0.002,TITOLI DI STATO - ITALIA,ISHARES,ETF,IE00B7LW6Y90,2012-11-19,2019-04-04,1020
404,IE00B42Z5J44,ISHARES MSCI JAPAN EUR HDG UCITS ETF ACC,IJPE.MI,MSCI JAPAN EURO HEDGED TRN,0.0064,AZIONARIO PACIFICO,ISHARES,ETF,IJPE.MI,2011-04-04,2019-04-04,38377
405,IE00B02KXH56,ISHARES MSCI JAPAN UCITS ETF USD DIST,IJPN.MI,MSCI JAPAN,0.0059,AZIONARIO PACIFICO,ISHARES,ETF,IJPN.MI,2005-02-24,2019-04-04,94731
406,IE00B0M63391,ISHARES MSCI KOREA UCITS ETF USD DIST,IKOR.MI,MSCI KOREA INDEX,0.0074,AZIONARIO EMERGENTI - ASIA,ISHARES,ETF,IKOR.MI,2006-03-09,2019-04-04,5717
407,IE00B1YZSC51,ISHARESCOREMSCIEUROPE UCITS ETF,IMEU.MI,MSCI EUROPE,0.0012,AZIONARIO EUROPA - AREA,ISHARES,ETF,IMEU.MI,2008-03-18,2019-04-04,157330
408,IE00B1XNH568,ISHARES FTSE MIB UCITS ETF EUR DIST,IMIB.MI,FTSE MIB,0.0035,AZIONARIO ITALIA,ISHARES,ETF,IMIB.MI,2008-03-18,2019-04-04,79090
409,IE00B3YLTY66,SPDR MSCI ACWI IMI UCITS ETF,IMIE.MI,MSCI ALL COUNTRY WORLD INVESTABLE MARKET NTR,0.004,AZIONARIO MONDO,SPDR,ETF,IMIE.MI,2012-04-12,2019-04-04,996
410,IE00B14X4M10,ISHARES MSCI NORTH AMER UCITS ETF DIST,INAA.MI,MSCI NORTH AMERICA,0.004,AZIONARIO NORD AMERICA,ISHARES,ETF,INAA.MI,2006-09-25,2019-04-04,11636
411,LU1834987890,LYXOR STX EU600 IND GOODS&SERV UCITS ETF,INDG.MI,STOXX EUROPE 600 INDUSTRIAL GOODS & SERVICES TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,INDG.MI,2006-11-22,2019-04-04,1018
412,LU0533033402,LYXOR MSCI WLD INDUSTRIALS UCITS ETF ACC,INDGW.MI,MSCI WORLD INDUSTRIALS NTR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),LYXOR,ETF,INDGW.MI,2010-09-28,2019-04-04,257
413,FR0010361683,LYXOR MSCI INDIA UCITS ETF - ACC,INDI.MI,MSCI INDIA TRN,0.0085,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,INDI.MI,2007-01-24,2019-04-04,76294
415,LU1390062245,LYXOR EUR 2-10Y INFLAT EXP UCITS ETF ACC,INFL.MI,MARKIT IBOXX EUR BREAKEVEN EURO-INFLAT FRA&GER NTR,0.0025,INFLAZIONE,LYXOR,ETF,LU1390062245,2017-09-12,2019-04-04,2124
416,LU1645380368,UBS BLOOM BAR EU INF LINK 1-10 UCITS ETF,INFL1.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINK 1-10 Y,0.002,INFLAZIONE,UBS ETF,ETF,LU1645380368,2017-11-22,2019-04-04,9010
417,LU1645381689,UBS BLOOM BAR EU INFL LINK 10+ UCITS ETF,INFL10.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINK 10+ Y,0.002,INFLAZIONE,UBS ETF,ETF,LU1645381689,2017-11-22,2019-04-04,42
418,IE00B1FZS467,ISHARES GLOBAL INFRASTR UCITS ETF DIST,INFR.MI,FTSE GLOBAL CORE INFRASTRUCTURE,0.0065,AZIONARIO TEMATICI,ISHARES,ETF,INFR.MI,2007-03-20,2019-04-04,7294
419,LU1390062831,LYXOR US$ 10Y INFL EXPECT UCITS ETF ACC,INFU.MI,MARKIT IBOXX USD BREAKEVEN 10Y INF IND NOMINAL TRI,0.0025,INFLAZIONE,LYXOR,ETF,LU1390062831,2017-02-07,2019-04-04,1500
420,IE00B1XNHC34,ISHARES GLOBAL CLEAN ENERGY UCITS ETF,INRG.MI,S&P GLOBAL CLEAN ENERGY,0.0065,AZIONARIO TEMATICI,ISHARES,ETF,INRG.MI,2008-03-18,2019-04-04,61556
422,IE00BF5LJ058,ISHARES FTSE ITAL MIDSMALL CAP UCITS ETF,IPIR.MI,FTSE ITALIA PIR MID SMALL CAP,0.0033,AZIONARIO ITALIA,ISHARES,ETF,IE00BF5LJ058,2017-09-04,2019-04-04,23669
423,IE00B0M63284,ISHARES EURO PROP YIELD UCITS ETF DIST,IPRP.MI,FTSE EPRA/NAREIT DEV EUROPE EX UK DIV + INDEX TR,0.004,REAL ESTATE,ISHARES,ETF,IPRP.MI,2006-03-09,2019-04-04,2867
429,IE00B6X2VY59,ISHARES COR INTER RAT HDG UCITS ETF DIST,IRCP.MI,BARCLAYS EUR CORPORATE INTEREST RATE HEDGED TR,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00B6X2VY59,2014-01-09,2019-04-04,647
